date,rank,song,artist,last-week,peak-rank,weeks-on-board
5/29/21,84,Street Runner,Rod Wave,73,16,10
5/29/21,85,Way Less Sad,AJR,85,85,4
5/29/21,86,Drankin N Smokin,Future & Lil Uzi Vert,86,31,16
5/29/21,87,Chasing After You,Ryan Hurd With Maren Morris,90,87,4
5/29/21,88,La Noche de Anoche,Bad Bunny & Rosalia,83,53,17
5/29/21,89,Come Through,H.E.R. Featuring Chris Brown,,64,2
5/29/21,90,Shottas (Lala),Moneybagg Yo,72,35,4
5/29/21,91,Never Left,Lil Tecca,56,56,2
5/29/21,92,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,98,79,5
5/29/21,93,4 Da Gang,42 Dugg & Roddy Ricch,87,67,7
5/29/21,94,Things A Man Oughta Know,Lainey Wilson,,94,1
5/29/21,95,Higher Power,Coldplay,53,53,2
5/29/21,96,Minimum Wage,Blake Shelton,96,96,2
5/29/21,97,Wasted On You,Morgan Wallen,,9,17
5/29/21,98,Lady,Brett Young,79,52,19
5/29/21,99,Country Again,Thomas Rhett,95,73,3
5/29/21,100,Crocodile Teeth,Nicki Minaj & Skillibeng,,100,1
5/22/21,1,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2,1,10
5/22/21,2,Levitating,Dua Lipa Featuring DaBaby,4,2,32
5/22/21,3,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,3,1,8
5/22/21,4,Save Your Tears,The Weeknd & Ariana Grande,1,1,22
5/22/21,5,Kiss Me More,Doja Cat Featuring SZA,5,5,5
5/22/21,6,Astronaut In The Ocean,Masked Wolf,7,6,13
5/22/21,7,Rapstar,Polo G,6,1,5
5/22/21,8,interlude,J. Cole,,8,1
5/22/21,9,Without You,The Kid LAROI,8,8,23
5/22/21,10,Montero (Call Me By Your Name),Lil Nas X,9,1,7
5/22/21,11,Miss The Rage,Trippie Redd & Playboi Carti,,11,1
5/22/21,12,Blinding Lights,The Weeknd,11,1,75
5/22/21,13,Calling My Phone,Lil Tjay Featuring 6LACK,13,3,13
5/22/21,14,Up,Cardi B,12,1,14
5/22/21,15,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,16,12,17
5/22/21,16,Drivers License,Olivia Rodrigo,14,1,18
5/22/21,17,Deja Vu,Olivia Rodrigo,15,8,6
5/22/21,18,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,19,18,10
5/22/21,19,Best Friend,Saweetie Featuring Doja Cat,17,14,18
5/22/21,20,My Ex's Best Friend,Machine Gun Kelly X blackbear,21,20,39
5/22/21,21,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,20,2
5/22/21,22,Forever After All,Luke Combs,23,2,29
5/22/21,23,Heartbreak Anniversary,Giveon,22,17,13
5/22/21,24,Mood,24kGoldn Featuring iann dior,24,1,40
5/22/21,25,On Me,Lil Baby,18,15,23
5/22/21,26,Back In Blood,Pooh Shiesty Featuring Lil Durk,25,13,19
5/22/21,27,The Good Ones,Gabby Barrett,27,19,20
5/22/21,28,What You Know Bout Love,Pop Smoke,26,9,36
5/22/21,29,Your Power,Billie Eilish,10,10,2
5/22/21,30,Hell Of A View,Eric Church,36,28,18
5/22/21,31,We're Good,Dua Lipa,39,31,13
5/22/21,32,Breaking Up Was Easy In The 90's,Sam Hunt,40,32,11
5/22/21,33,Heat Waves,Glass Animals,34,33,17
5/22/21,34,Track Star,Mooski,31,31,12
5/22/21,35,Made For You,Jake Owen,32,32,12
5/22/21,36,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,29,2,28
5/22/21,37,Positions,Ariana Grande,37,1,29
5/22/21,38,Wants And Needs,Drake Featuring Lil Baby,42,2,10
5/22/21,39,You Broke Me First.,Tate McRae,35,17,38
5/22/21,40,Telepatia,Kali Uchis,46,39,12
5/22/21,41,Time Today,Moneybagg Yo,41,31,14
5/22/21,42,Wockesha,Moneybagg Yo,57,42,3
5/22/21,43,Dakiti,Bad Bunny & Jhay Cortez,38,5,28
5/22/21,44,You're Mines Still,Yung Bleu Featuring Drake,44,18,23
5/22/21,45,Therefore I Am,Billie Eilish,33,2,27
5/22/21,46,What's Your Country Song,Thomas Rhett,47,29,21
5/22/21,47,Goosebumps,Travis Scott & HVME,50,47,17
5/22/21,48,No More Parties,Coi Leray Featuring Lil Durk,51,26,14
5/22/21,49,Settling Down,Miranda Lambert,56,49,9
5/22/21,50,pov,Ariana Grande,55,40,10
5/22/21,51,Ski,Young Thug & Gunna,48,18,4
5/22/21,52,What's Next,Drake,45,1,10
5/22/21,53,Higher Power,Coldplay,,53,1
5/22/21,54,Good Days,SZA,49,9,20
5/22/21,55,Nobody,Dylan Scott,64,55,11
5/22/21,56,Never Left,Lil Tecca,,56,1
5/22/21,57,Solid,Young Thug & Gunna Featuring Drake,52,12,4
5/22/21,58,Streets,Doja Cat,53,16,18
5/22/21,59,Gone,Dierks Bentley,63,59,9
5/22/21,60,Lil Bit,Nelly & Florida Georgia Line,61,60,8
5/22/21,61,Famous Friends,Chris Young + Kane Brown,66,61,7
5/22/21,62,Just The Way,Parmalee x Blanco Brown,59,31,20
5/22/21,63,Tombstone,Rod Wave,58,11,8
5/22/21,64,Almost Maybes,Jordan Davis,71,64,16
5/22/21,65,Glad You Exist,Dan + Shay,74,63,14
5/22/21,66,Quicksand,Morray,65,65,14
5/22/21,67,Hold On,Justin Bieber,60,20,10
5/22/21,68,Follow You,Imagine Dragons,75,68,6
5/22/21,69,One Too Many,Keith Urban Duet With P!nk,70,62,22
5/22/21,70,The Business,Tiesto,69,69,12
5/22/21,71,Blame It On You,Jason Aldean,87,71,3
5/22/21,72,Shottas (Lala),Moneybagg Yo,62,35,3
5/22/21,73,Street Runner,Rod Wave,68,16,9
5/22/21,74,All I Know So Far,P!nk,,74,1
5/22/21,75,Ramen & OJ,Joyner Lucas & Lil Baby,67,67,2
5/22/21,76,Pick Up Your Feelings,Jazmine Sullivan,81,75,16
5/22/21,77,Down To One,Luke Bryan,82,36,20
5/22/21,78,Arcade,Duncan Laurence,89,78,5
5/22/21,79,Lady,Brett Young,77,52,18
5/22/21,80,Single Saturday Night,Cole Swindell,95,80,2
5/22/21,81,Hard For The Next,Moneybagg Yo & Future,72,49,5
5/22/21,82,What You Need,Don Toliver,,82,1
5/22/21,83,La Noche de Anoche,Bad Bunny & Rosalia,86,53,16
5/22/21,84,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,98,84,8
5/22/21,85,Way Less Sad,AJR,99,85,3
5/22/21,86,Drankin N Smokin,Future & Lil Uzi Vert,93,31,15
5/22/21,87,4 Da Gang,42 Dugg & Roddy Ricch,83,67,6
5/22/21,88,I Did It,"DJ Khaled Featuring Post Malone, Megan Thee Stallion, Lil Baby & DaBaby",43,43,2
5/22/21,89,Botella Tras Botella,Gera MX + Christian Nodal,76,60,3
5/22/21,90,Chasing After You,Ryan Hurd With Maren Morris,,90,3
5/22/21,91,Tampa,Cico P,97,91,2
5/22/21,92,Big Gangsta,Kevin Gates,88,81,5
5/22/21,93,Hellcats & Trackhawks,Lil Durk,92,69,9
5/22/21,94,Let It Go,DJ Khaled Featuring Justin Bieber & 21 Savage,54,54,2
5/22/21,95,Country Again,Thomas Rhett,73,73,2
5/22/21,96,Minimum Wage,Blake Shelton,,96,1
5/22/21,97,Richer,Rod Wave Featuring Polo G,91,22,7
5/22/21,98,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,79,4
5/22/21,99,Headshot,"Lil Tjay, Polo G & Fivio Foreign",94,42,8
5/22/21,100,Go!,Moneybagg Yo Featuring BIG30,80,52,4
5/15/21,1,Save Your Tears,The Weeknd & Ariana Grande,1,1,21
5/15/21,2,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2,1,9
5/15/21,3,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,3,1,7
5/15/21,4,Levitating,Dua Lipa Featuring DaBaby,5,4,31
5/15/21,5,Kiss Me More,Doja Cat Featuring SZA,6,5,4
5/15/21,6,Rapstar,Polo G,4,1,4
5/15/21,7,Astronaut In The Ocean,Masked Wolf,8,7,12
5/15/21,8,Without You,The Kid LAROI & Miley Cyrus,23,8,22
5/15/21,9,Montero (Call Me By Your Name),Lil Nas X,7,1,6
5/15/21,10,Your Power,Billie Eilish,,10,1
5/15/21,11,Blinding Lights,The Weeknd,11,1,74
5/15/21,12,Up,Cardi B,9,1,13
5/15/21,13,Calling My Phone,Lil Tjay Featuring 6LACK,14,3,12
5/15/21,14,Drivers License,Olivia Rodrigo,10,1,17
5/15/21,15,Deja Vu,Olivia Rodrigo,12,8,5
5/15/21,16,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,13,12,16
5/15/21,17,Best Friend,Saweetie Featuring Doja Cat,16,14,17
5/15/21,18,On Me,Lil Baby,15,15,22
5/15/21,19,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,18,18,9
5/15/21,20,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,,20,1
5/15/21,21,My Ex's Best Friend,Machine Gun Kelly X blackbear,21,21,38
5/15/21,22,Heartbreak Anniversary,Giveon,17,17,12
5/15/21,23,Forever After All,Luke Combs,29,2,28
5/15/21,24,Mood,24kGoldn Featuring iann dior,20,1,39
5/15/21,25,Back In Blood,Pooh Shiesty Featuring Lil Durk,22,13,18
5/15/21,26,What You Know Bout Love,Pop Smoke,19,9,35
5/15/21,27,The Good Ones,Gabby Barrett,24,19,19
5/15/21,28,Go Crazy,Chris Brown & Young Thug,25,3,52
5/15/21,29,34+35,Ariana Grande,27,2,27
5/15/21,30,Sorry Not Sorry,"DJ Khaled Featuring Nas, JAY-Z & James Fauntleroy",,30,1
5/15/21,31,Track Star,Mooski,37,31,11
5/15/21,32,Made For You,Jake Owen,43,32,11
5/15/21,33,Therefore I Am,Billie Eilish,32,2,26
5/15/21,34,Heat Waves,Glass Animals,42,34,16
5/15/21,35,You Broke Me First.,Tate McRae,26,17,37
5/15/21,36,Hell Of A View,Eric Church,28,28,17
5/15/21,37,Positions,Ariana Grande,34,1,28
5/15/21,38,Dakiti,Bad Bunny & Jhay Cortez,33,5,27
5/15/21,39,We're Good,Dua Lipa,41,38,12
5/15/21,40,Breaking Up Was Easy In The 90's,Sam Hunt,46,40,10
5/15/21,41,Time Today,Moneybagg Yo,31,31,13
5/15/21,42,Wants And Needs,Drake Featuring Lil Baby,39,2,9
5/15/21,43,I Did It,"DJ Khaled Featuring Post Malone, Megan Thee Stallion, Lil Baby & DaBaby",,43,1
5/15/21,44,You're Mines Still,Yung Bleu Featuring Drake,40,18,22
5/15/21,45,What's Next,Drake,30,1,9
5/15/21,46,Telepatia,Kali Uchis,49,39,11
5/15/21,47,What's Your Country Song,Thomas Rhett,55,29,20
5/15/21,48,Ski,Young Thug & Gunna,38,18,3
5/15/21,49,Good Days,SZA,44,9,19
5/15/21,50,Goosebumps,Travis Scott & HVME,48,47,16
5/15/21,51,No More Parties,Coi Leray Featuring Lil Durk,47,26,13
5/15/21,52,Solid,Young Thug & Gunna Featuring Drake,36,12,3
5/15/21,53,Streets,Doja Cat,51,16,17
5/15/21,54,Let It Go,DJ Khaled Featuring Justin Bieber & 21 Savage,,54,1
5/15/21,55,pov,Ariana Grande,66,40,9
5/15/21,56,Settling Down,Miranda Lambert,58,56,8
5/15/21,57,Wockesha,Moneybagg Yo,59,57,2
5/15/21,58,Tombstone,Rod Wave,50,11,7
5/15/21,59,Just The Way,Parmalee x Blanco Brown,56,31,19
5/15/21,60,Hold On,Justin Bieber,57,20,9
5/15/21,61,Lil Bit,Nelly & Florida Georgia Line,67,61,7
5/15/21,62,Shottas (Lala),Moneybagg Yo,35,35,2
5/15/21,63,Gone,Dierks Bentley,68,63,8
5/15/21,64,Nobody,Dylan Scott,69,64,10
5/15/21,65,Quicksand,Morray,71,65,13
5/15/21,66,Famous Friends,Chris Young + Kane Brown,70,66,6
5/15/21,67,Ramen & OJ,Joyner Lucas & Lil Baby,,67,1
5/15/21,68,Street Runner,Rod Wave,63,16,8
5/15/21,69,The Business,Tiesto,73,69,11
5/15/21,70,One Too Many,Keith Urban Duet With P!nk,75,62,21
5/15/21,71,Almost Maybes,Jordan Davis,77,71,15
5/15/21,72,Hard For The Next,Moneybagg Yo & Future,53,49,4
5/15/21,73,Country Again,Thomas Rhett,,73,1
5/15/21,74,Glad You Exist,Dan + Shay,79,63,13
5/15/21,75,Follow You,Imagine Dragons,78,75,5
5/15/21,76,Botella Tras Botella,Gera MX + Christian Nodal,60,60,2
5/15/21,77,Lady,Brett Young,72,52,17
5/15/21,78,Somebody Like That,Tenille Arts,65,50,16
5/15/21,79,Body In Motion,"DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch",,79,1
5/15/21,80,Go!,Moneybagg Yo Featuring BIG30,52,52,3
5/15/21,81,Pick Up Your Feelings,Jazmine Sullivan,81,75,15
5/15/21,82,Down To One,Luke Bryan,84,36,19
5/15/21,83,4 Da Gang,42 Dugg & Roddy Ricch,96,67,5
5/15/21,84,Big Paper,DJ Khaled Featuring Cardi B,,84,1
5/15/21,85,Durag Activity,Baby Keem & Travis Scott,,85,1
5/15/21,86,La Noche de Anoche,Bad Bunny & Rosalia,74,53,15
5/15/21,87,Blame It On You,Jason Aldean,97,87,2
5/15/21,88,Big Gangsta,Kevin Gates,83,81,4
5/15/21,89,Arcade,Duncan Laurence,90,89,4
5/15/21,90,Final Warning,NLE Choppa,,90,1
5/15/21,91,Richer,Rod Wave Featuring Polo G,76,22,6
5/15/21,92,Hellcats & Trackhawks,Lil Durk,86,69,8
5/15/21,93,Drankin N Smokin,Future & Lil Uzi Vert,95,31,14
5/15/21,94,Headshot,"Lil Tjay, Polo G & Fivio Foreign",85,42,7
5/15/21,95,Single Saturday Night,Cole Swindell,,95,1
5/15/21,96,If Pain Was A Person,Moneybagg Yo,54,54,2
5/15/21,97,Tampa,Cico P,,97,1
5/15/21,98,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,,84,7
5/15/21,99,Way Less Sad,AJR,99,99,2
5/15/21,100,Thankful,DJ Khaled Featuring Lil Wayne & Jeremih,,100,1
5/8/21,1,Save Your Tears,The Weeknd & Ariana Grande,6,1,20
5/8/21,2,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2,1,8
5/8/21,3,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,3,1,6
5/8/21,4,Rapstar,Polo G,1,1,3
5/8/21,5,Levitating,Dua Lipa Featuring DaBaby,5,5,30
5/8/21,6,Kiss Me More,Doja Cat Featuring SZA,8,6,3
5/8/21,7,Montero (Call Me By Your Name),Lil Nas X,4,1,5
5/8/21,8,Astronaut In The Ocean,Masked Wolf,7,7,11
5/8/21,9,Up,Cardi B,9,1,12
5/8/21,10,Drivers License,Olivia Rodrigo,10,1,16
5/8/21,11,Blinding Lights,The Weeknd,13,1,73
5/8/21,12,Deja Vu,Olivia Rodrigo,11,8,4
5/8/21,13,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,14,12,15
5/8/21,14,Calling My Phone,Lil Tjay Featuring 6LACK,16,3,11
5/8/21,15,On Me,Lil Baby,32,15,21
5/8/21,16,Best Friend,Saweetie Featuring Doja Cat,15,14,16
5/8/21,17,Heartbreak Anniversary,Giveon,20,17,11
5/8/21,18,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,22,18,8
5/8/21,19,What You Know Bout Love,Pop Smoke,17,9,34
5/8/21,20,Mood,24kGoldn Featuring iann dior,19,1,38
5/8/21,21,My Ex's Best Friend,Machine Gun Kelly X blackbear,27,21,37
5/8/21,22,Back In Blood,Pooh Shiesty Featuring Lil Durk,23,13,17
5/8/21,23,Without You,The Kid LAROI & Miley Cyrus,31,23,21
5/8/21,24,The Good Ones,Gabby Barrett,21,19,18
5/8/21,25,Go Crazy,Chris Brown & Young Thug,24,3,51
5/8/21,26,You Broke Me First.,Tate McRae,25,17,36
5/8/21,27,34+35,Ariana Grande,26,2,26
5/8/21,28,Hell Of A View,Eric Church,41,28,16
5/8/21,29,Forever After All,Luke Combs,35,2,27
5/8/21,30,What's Next,Drake,28,1,8
5/8/21,31,Time Today,Moneybagg Yo,53,31,12
5/8/21,32,Therefore I Am,Billie Eilish,30,2,25
5/8/21,33,Dakiti,Bad Bunny & Jhay Cortez,29,5,26
5/8/21,34,Positions,Ariana Grande,33,1,27
5/8/21,35,Shottas (Lala),Moneybagg Yo,,35,1
5/8/21,36,Solid,Young Thug & Gunna Featuring Drake,12,12,2
5/8/21,37,Track Star,Mooski,37,35,10
5/8/21,38,Ski,Young Thug & Gunna,18,18,2
5/8/21,39,Wants And Needs,Drake Featuring Lil Baby,36,2,8
5/8/21,40,You're Mines Still,Yung Bleu Featuring Drake,34,18,21
5/8/21,41,We're Good,Dua Lipa,38,38,11
5/8/21,42,Heat Waves,Glass Animals,39,39,15
5/8/21,43,Made For You,Jake Owen,42,42,10
5/8/21,44,Good Days,SZA,44,9,18
5/8/21,45,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,40,6,43
5/8/21,46,Breaking Up Was Easy In The 90's,Sam Hunt,49,46,9
5/8/21,47,No More Parties,Coi Leray Featuring Lil Durk,43,26,12
5/8/21,48,Goosebumps,Travis Scott & HVME,47,47,15
5/8/21,49,Telepatia,Kali Uchis,54,39,10
5/8/21,50,Tombstone,Rod Wave,48,11,6
5/8/21,51,Streets,Doja Cat,51,16,16
5/8/21,52,Go!,Moneybagg Yo Featuring BIG30,96,52,2
5/8/21,53,Hard For The Next,Moneybagg Yo & Future,,49,3
5/8/21,54,If Pain Was A Person,Moneybagg Yo,,54,1
5/8/21,55,What's Your Country Song,Thomas Rhett,52,29,19
5/8/21,56,Just The Way,Parmalee x Blanco Brown,58,31,18
5/8/21,57,Hold On,Justin Bieber,56,20,8
5/8/21,58,Settling Down,Miranda Lambert,65,58,7
5/8/21,59,Wockesha,Moneybagg Yo,,59,1
5/8/21,60,Botella Tras Botella,Gera MX + Christian Nodal,,60,1
5/8/21,61,Willow,Taylor Swift,60,1,20
5/8/21,62,Damage,H.E.R.,61,44,20
5/8/21,63,Street Runner,Rod Wave,57,16,7
5/8/21,64,Come Through,H.E.R. Featuring Chris Brown,,64,1
5/8/21,65,Somebody Like That,Tenille Arts,50,50,15
5/8/21,66,pov,Ariana Grande,81,40,8
5/8/21,67,Lil Bit,Nelly & Florida Georgia Line,89,67,6
5/8/21,68,Gone,Dierks Bentley,74,68,7
5/8/21,69,Nobody,Dylan Scott,86,69,9
5/8/21,70,Famous Friends,Chris Young + Kane Brown,73,70,5
5/8/21,71,Quicksand,Morray,71,71,12
5/8/21,72,Lady,Brett Young,70,52,16
5/8/21,73,The Business,Tiesto,78,69,10
5/8/21,74,La Noche de Anoche,Bad Bunny & Rosalia,64,53,14
5/8/21,75,One Too Many,Keith Urban Duet With P!nk,72,62,20
5/8/21,76,Richer,Rod Wave Featuring Polo G,62,22,5
5/8/21,77,Almost Maybes,Jordan Davis,76,73,14
5/8/21,78,Follow You,Imagine Dragons,84,78,4
5/8/21,79,Glad You Exist,Dan + Shay,63,63,12
5/8/21,80,Free Promo,Moneybagg Yo Featuring Polo G & Lil Durk,,80,1
5/8/21,81,Pick Up Your Feelings,Jazmine Sullivan,88,75,14
5/8/21,82,Just Say Det,Moneybagg Yo,,82,1
5/8/21,83,Big Gangsta,Kevin Gates,87,81,3
5/8/21,84,Down To One,Luke Bryan,69,36,18
5/8/21,85,Headshot,"Lil Tjay, Polo G & Fivio Foreign",67,42,6
5/8/21,86,Hellcats & Trackhawks,Lil Durk,83,69,7
5/8/21,87,Anyone,Justin Bieber,68,6,17
5/8/21,88,My Head And My Heart,Ava Max,75,45,12
5/8/21,89,How They Remember You,Rascal Flatts,,89,2
5/8/21,90,Arcade,Duncan Laurence,94,90,3
5/8/21,91,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,79,79,3
5/8/21,92,Masterpiece,DaBaby,80,55,14
5/8/21,93,Long Live,Florida Georgia Line,82,45,17
5/8/21,94,Chasing After You,Ryan Hurd With Maren Morris,91,91,2
5/8/21,95,Drankin N Smokin,Future & Lil Uzi Vert,97,31,13
5/8/21,96,4 Da Gang,42 Dugg & Roddy Ricch,100,67,4
5/8/21,97,Blame It On You,Jason Aldean,,97,1
5/8/21,98,Wasted On You,Morgan Wallen,92,9,16
5/8/21,99,Way Less Sad,AJR,,99,1
5/8/21,100,Clear Da Air,Moneybagg Yo,,100,1
5/1/21,1,Rapstar,Polo G,1,1,2
5/1/21,2,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),3,1,7
5/1/21,3,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,4,1,5
5/1/21,4,Montero (Call Me By Your Name),Lil Nas X,2,1,4
5/1/21,5,Levitating,Dua Lipa Featuring DaBaby,6,5,29
5/1/21,6,Save Your Tears,The Weeknd,5,4,19
5/1/21,7,Astronaut In The Ocean,Masked Wolf,10,7,10
5/1/21,8,Kiss Me More,Doja Cat Featuring SZA,7,7,2
5/1/21,9,Up,Cardi B,8,1,11
5/1/21,10,Drivers License,Olivia Rodrigo,9,1,15
5/1/21,11,Deja Vu,Olivia Rodrigo,15,8,3
5/1/21,12,Solid,Young Thug & Gunna Featuring Drake,,12,1
5/1/21,13,Blinding Lights,The Weeknd,11,1,72
5/1/21,14,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,12,12,14
5/1/21,15,Best Friend,Saweetie Featuring Doja Cat,17,14,15
5/1/21,16,Calling My Phone,Lil Tjay Featuring 6LACK,13,3,10
5/1/21,17,What You Know Bout Love,Pop Smoke,14,9,33
5/1/21,18,Ski,Young Thug & Gunna,,18,1
5/1/21,19,Mood,24kGoldn Featuring iann dior,18,1,37
5/1/21,20,Heartbreak Anniversary,Giveon,26,20,10
5/1/21,21,The Good Ones,Gabby Barrett,19,19,17
5/1/21,22,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,27,22,7
5/1/21,23,Back In Blood,Pooh Shiesty Featuring Lil Durk,20,13,16
5/1/21,24,Go Crazy,Chris Brown & Young Thug,22,3,50
5/1/21,25,You Broke Me First.,Tate McRae,23,17,35
5/1/21,26,34+35,Ariana Grande,21,2,25
5/1/21,27,My Ex's Best Friend,Machine Gun Kelly X blackbear,28,21,36
5/1/21,28,What's Next,Drake,25,1,7
5/1/21,29,Dakiti,Bad Bunny & Jhay Cortez,34,5,25
5/1/21,30,Therefore I Am,Billie Eilish,24,2,24
5/1/21,31,Without You,The Kid LAROI,32,30,20
5/1/21,32,On Me,Lil Baby,33,23,20
5/1/21,33,Positions,Ariana Grande,31,1,26
5/1/21,34,You're Mines Still,Yung Bleu Featuring Drake,29,18,20
5/1/21,35,Forever After All,Luke Combs,44,2,26
5/1/21,36,Wants And Needs,Drake Featuring Lil Baby,47,2,7
5/1/21,37,Track Star,Mooski,35,35,9
5/1/21,38,We're Good,Dua Lipa,45,38,10
5/1/21,39,Heat Waves,Glass Animals,41,39,14
5/1/21,40,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,36,6,42
5/1/21,41,Hell Of A View,Eric Church,58,41,15
5/1/21,42,Made For You,Jake Owen,43,42,9
5/1/21,43,No More Parties,Coi Leray Featuring Lil Durk,37,26,11
5/1/21,44,Good Days,SZA,39,9,17
5/1/21,45,Starting Over,Chris Stapleton,42,25,34
5/1/21,46,Diamonds Dancing,Young Thug & Gunna Featuring Travis Scott,,46,1
5/1/21,47,Goosebumps,Travis Scott & HVME,50,47,14
5/1/21,48,Tombstone,Rod Wave,38,11,5
5/1/21,49,Breaking Up Was Easy In The 90's,Sam Hunt,67,49,8
5/1/21,50,Somebody Like That,Tenille Arts,59,50,14
5/1/21,51,Streets,Doja Cat,48,16,15
5/1/21,52,What's Your Country Song,Thomas Rhett,54,29,18
5/1/21,53,Time Today,Moneybagg Yo,51,37,11
5/1/21,54,Telepatia,Kali Uchis,56,39,9
5/1/21,55,Cry Baby,Megan Thee Stallion Featuring DaBaby,49,28,20
5/1/21,56,Hold On,Justin Bieber,63,20,7
5/1/21,57,Street Runner,Rod Wave,53,16,6
5/1/21,58,Just The Way,Parmalee x Blanco Brown,57,31,17
5/1/21,59,Proud Of You,Young Thug Featuring Lil Uzi Vert & Yung Kayo,,59,1
5/1/21,60,Willow,Taylor Swift,62,1,19
5/1/21,61,Damage,H.E.R.,68,44,19
5/1/21,62,Richer,Rod Wave Featuring Polo G,55,22,4
5/1/21,63,Glad You Exist,Dan + Shay,78,63,11
5/1/21,64,La Noche de Anoche,Bad Bunny & Rosalia,74,53,13
5/1/21,65,Settling Down,Miranda Lambert,76,65,6
5/1/21,66,Came And Saw,Young Thug Featuring Rowdy Rebel,,66,1
5/1/21,67,Headshot,"Lil Tjay, Polo G & Fivio Foreign",64,42,5
5/1/21,68,Anyone,Justin Bieber,70,6,16
5/1/21,69,Down To One,Luke Bryan,61,36,17
5/1/21,70,Lady,Brett Young,66,52,15
5/1/21,71,Quicksand,Morray,85,71,11
5/1/21,72,One Too Many,Keith Urban Duet With P!nk,96,62,19
5/1/21,73,Famous Friends,Chris Young + Kane Brown,90,73,4
5/1/21,74,Gone,Dierks Bentley,99,74,6
5/1/21,75,My Head And My Heart,Ava Max,73,45,11
5/1/21,76,Almost Maybes,Jordan Davis,80,73,13
5/1/21,77,Paid The Fine,Young Thug & Gunna Featuring Lil Baby & YTB Trench,,77,1
5/1/21,78,The Business,Tiesto,83,69,9
5/1/21,79,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,79,2
5/1/21,80,Masterpiece,DaBaby,82,55,13
5/1/21,81,pov,Ariana Grande,,40,7
5/1/21,82,Long Live,Florida Georgia Line,60,45,16
5/1/21,83,Hellcats & Trackhawks,Lil Durk,77,69,6
5/1/21,84,Follow You,Imagine Dragons,,83,3
5/1/21,85,Momma's House,Dustin Lynch,69,59,15
5/1/21,86,Nobody,Dylan Scott,91,85,8
5/1/21,87,Big Gangsta,Kevin Gates,81,81,2
5/1/21,88,Pick Up Your Feelings,Jazmine Sullivan,86,75,13
5/1/21,89,Lil Bit,Nelly & Florida Georgia Line,92,89,5
5/1/21,90,Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,30,30,3
5/1/21,91,Chasing After You,Ryan Hurd With Maren Morris,,91,1
5/1/21,92,Wasted On You,Morgan Wallen,97,9,15
5/1/21,93,Run It Up,Lil Tjay Featuring Offset & Moneybagg Yo,79,50,3
5/1/21,94,Arcade,Duncan Laurence,,94,2
5/1/21,95,You Got It,VEDO,,75,16
5/1/21,96,Go!,Moneybagg Yo Featuring BIG30,,96,1
5/1/21,97,Drankin N Smokin,Future & Lil Uzi Vert,,31,12
5/1/21,98,Monsters,All Time Low Featuring Demi Lovato & blackbear ,95,55,17
5/1/21,99,Slatty,Young Thug & Gunna Featuring Yak Gotti & Lil Duke,,99,1
5/1/21,100,4 Da Gang,42 Dugg & Roddy Ricch,84,67,3
4/24/21,1,Rapstar,Polo G,,1,1
4/24/21,2,Montero (Call Me By Your Name),Lil Nas X,2,1,3
4/24/21,3,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,1,6
4/24/21,4,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,3,1,4
4/24/21,5,Save Your Tears,The Weeknd,6,4,18
4/24/21,6,Levitating,Dua Lipa Featuring DaBaby,7,5,28
4/24/21,7,Kiss Me More,Doja Cat Featuring SZA,,7,1
4/24/21,8,Up,Cardi B,4,1,10
4/24/21,9,Drivers License,Olivia Rodrigo,5,1,14
4/24/21,10,Astronaut In The Ocean,Masked Wolf,10,10,9
