Number,Song Name,Artist Name
61,"

	
	
		
					The Very First Night (Taylor's Version) (From The Vault)		
	
","
	
	Taylor Swift
"
62,"

	
	
		
					Family Ties		
	
","
	
	Baby Keem & Kendrick Lamar
"
63,"

	
	
		
					Everything Has Changed (Taylor's Version)		
	
","
	
	Taylor Swift Featuring Ed Sheeran
"
64,"

	
	
		
					Sand In My Boots		
	
","
	
	Morgan Wallen
"
65,"

	
	
		
					Gyalis		
	
","
	
	Capella Grey
"
66,"

	
	
		
					The Last Time (Taylor's Version)		
	
","
	
	Taylor Swift Featuring Gary Lightbody Of Snow Patrol
"
67,"

	
	
		
					Stay Stay Stay (Taylor's Version)		
	
","
	
	Taylor Swift
"
68,"

	
	
		
					After Last Night		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins
"
69,"

	
	
		
					Babe (Taylor's Version) (From The Vault)		
	
","
	
	Taylor Swift
"
70,"

	
	
		
					Sharing Locations		
	
","
	
	Meek Mill Featuring Lil Baby & Lil Durk
"
71,"

	
	
		
					Escape Plan		
	
","
	
	Travis Scott
"
72,"

	
	
		
					One Mississippi		
	
","
	
	Kane Brown
"
73,"

	
	
		
					Blast Off		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
74,"

	
	
		
					Knowing You		
	
","
	
	Kenny Chesney
"
75,"

	
	
		
					Skate		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
76,"

	
	
		
					Holy Ground (Taylor's Version)		
	
","
	
	Taylor Swift
"
77,"

	
	
		
					Begin Again (Taylor's Version)		
	
","
	
	Taylor Swift
"
78,"

	
	
		
					Put On A Smile		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
79,"

	
	
		
					Forever Winter (Taylor's Version) (From The Vault)		
	
","
	
	Taylor Swift
"
80,"

	
	
		
					Whiskey And Rain		
	
","
	
	Michael Ray
"
81,"

	
	
		
					Fly As Me		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
82,"

	
	
		
					Super Gremlin		
	
","
	
	Kodak Black
"
83,"

	
	
		
					The Moment I Knew (Taylor's Version)		
	
","
	
	Taylor Swift
"
84,"

	
	
		
					The Lucky One (Taylor's Version)		
	
","
	
	Taylor Swift
"
85,"

	
	
		
					Sad Beautiful Tragic (Taylor's Version)		
	
","
	
	Taylor Swift
"
86,"

	
	
		
					Fair Trade		
	
","
	
	Drake Featuring Travis Scott
"
87,"

	
	
		
					Come Back...Be Here (Taylor's Version)		
	
","
	
	Taylor Swift
"
88,"

	
	
		
					Sad Girlz Luv Money		
	
","
	
	Amaarae & Moliy Featuring Kali Uchis
"
89,"

	
	
		
					Tequila Little Time		
	
","
	
	Jon Pardi
"
90,"

	
	
		
					Starlight (Taylor's Version)		
	
","
	
	Taylor Swift
"
91,"

	
	
		
					Bubbly		
	
","
	
	Young Thug With Drake & Travis Scott
"
92,"

	
	
		
					Ex For A Reason		
	
","
	
	Summer Walker & JT
"
93,"

	
	
		
					Freedom Was A Highway		
	
","
	
	Jimmie Allen & Brad Paisley
"
94,"

	
	
		
					La Fama		
	
","
	
	Rosalia Featuring The Weeknd
"
95,"

	
	
		
					Big Energy		
	
","
	
	Latto
"
96,"

	
	
		
					Moth To A Flame		
	
","
	
	Swedish House Mafia & The Weeknd
"
97,"

	
	
		
					'Til You Can't		
	
","
	
	Cody Johnson
"
98,"

	
	
		
					Woman		
	
","
	
	Doja Cat
"
99,"

	
	
		
					Take My Breath		
	
","
	
	The Weeknd
"
100,"

	
	
		
					For Tonight		
	
","
	
	Giveon
"
